"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Significance"
"ENSG00000186827",0,NA,NA,NA,NA,NA,NA
"ENSG00000186891",0.013470977296665,0,6.05450579730282,0,1,1,"Not Significant"
"ENSG00000160072",0.159066993340396,1.14907323278999,6.05526980950735,0.189764167235924,0.849493936039399,1,"Not Significant"
"ENSG00000260179",0,NA,NA,NA,NA,NA,NA
"ENSG00000234396",0,NA,NA,NA,NA,NA,NA
"ENSG00000225972",0.013470977296665,0,6.05450579730282,0,1,1,"Not Significant"
"ENSG00000224315",0,NA,NA,NA,NA,NA,NA
"ENSG00000198744",0.029849524776082,0,6.05449290939373,0,1,1,"Not Significant"
"ENSG00000279928",0,NA,NA,NA,NA,NA,NA
"ENSG00000228037",0,NA,NA,NA,NA,NA,NA
"ENSG00000142611",0,NA,NA,NA,NA,NA,NA
"ENSG00000225630",0.187901102388274,-2.08382841055338,5.87674482215183,-0.354588887830996,0.722897602137268,1,"Not Significant"
"ENSG00000131584",0.36588910724578,-1.41949074051131,4.44903484369942,-0.31905588299034,0.749684136904218,1,"Not Significant"
"ENSG00000227589",0,NA,NA,NA,NA,NA,NA
"ENSG00000237402",0,NA,NA,NA,NA,NA,NA
"ENSG00000284616",0,NA,NA,NA,NA,NA,NA
"ENSG00000169972",0.02694195459333,0,6.05401632766536,0,1,1,"Not Significant"
"ENSG00000157911",0,NA,NA,NA,NA,NA,NA
"ENSG00000269896",0.013470977296665,0,6.05450579730282,0,1,1,"Not Significant"
"ENSG00000237973",0.186058318289232,0,6.0491114745839,0,1,1,"Not Significant"
"ENSG00000224051",0.0942968410766551,0,6.05085856229525,0,1,1,"Not Significant"
"ENSG00000228463",0,NA,NA,NA,NA,NA,NA
"ENSG00000260972",0,NA,NA,NA,NA,NA,NA
"ENSG00000157933",0.784456612544315,3.27628115440946,3.0993483778944,1.05708708894328,0.290471843068521,1,"Not Significant"
"ENSG00000162591",0.291188000356048,-2.50276202705374,5.55488802237962,-0.450551301299066,0.652312971935627,1,"Not Significant"
"ENSG00000224340",0,NA,NA,NA,NA,NA,NA
"ENSG00000270035",0,NA,NA,NA,NA,NA,NA
"ENSG00000169962",0,NA,NA,NA,NA,NA,NA
"ENSG00000226545",0,NA,NA,NA,NA,NA,NA
"ENSG00000233653",0,NA,NA,NA,NA,NA,NA
"ENSG00000268663",0,NA,NA,NA,NA,NA,NA
"ENSG00000226374",0,NA,NA,NA,NA,NA,NA
"ENSG00000116285",2.84603231306685,-0.446754140204996,1.25153058683094,-0.356966217930192,0.721117096020707,1,"Not Significant"
"ENSG00000229280",0,NA,NA,NA,NA,NA,NA
"ENSG00000142655",0.239925919594645,1.71625655928542,6.0475106634247,0.283795540810755,0.776567072011291,1,"Not Significant"
"ENSG00000232596",0,NA,NA,NA,NA,NA,NA
"ENSG00000235054",0,NA,NA,NA,NA,NA,NA
"ENSG00000232663",0,NA,NA,NA,NA,NA,NA
"ENSG00000284646",0,NA,NA,NA,NA,NA,NA
"ENSG00000240409",0,NA,NA,NA,NA,NA,NA
"ENSG00000229344",0.013470977296665,0,6.05450579730282,0,1,1,"Not Significant"
"ENSG00000231510",0,NA,NA,NA,NA,NA,NA
"ENSG00000149527",0,NA,NA,NA,NA,NA,NA
"ENSG00000284739",0.109469316616483,0,6.05411901323996,0,1,1,"Not Significant"
"ENSG00000171621",0.0673548864833251,0,6.05187770098652,0,1,1,"Not Significant"
"ENSG00000272235",0.0482548719804933,0,6.05346087851749,0,1,1,"Not Significant"
"ENSG00000236679",0,NA,NA,NA,NA,NA,NA
"ENSG00000284694",0,NA,NA,NA,NA,NA,NA
"ENSG00000162441",1.09682418787489,2.91192669517299,2.62830622233774,1.10790998036103,0.267900694904093,1,"Not Significant"
"ENSG00000230021",0,NA,NA,NA,NA,NA,NA
"ENSG00000271264",0.029849524776082,0,6.05449290939373,0,1,1,"Not Significant"
"ENSG00000287356",0,NA,NA,NA,NA,NA,NA
"ENSG00000224387",0,NA,NA,NA,NA,NA,NA
"ENSG00000285629",0,NA,NA,NA,NA,NA,NA
"ENSG00000173673",0,NA,NA,NA,NA,NA,NA
"ENSG00000227372",0.35825747462553,0,5.91485063628354,0,1,1,"Not Significant"
"ENSG00000142583",0,NA,NA,NA,NA,NA,NA
"ENSG00000223663",0,NA,NA,NA,NA,NA,NA
"ENSG00000284674",0,NA,NA,NA,NA,NA,NA
"ENSG00000272161",0,NA,NA,NA,NA,NA,NA
"ENSG00000237094",0,NA,NA,NA,NA,NA,NA
"ENSG00000224338",0,NA,NA,NA,NA,NA,NA
"ENSG00000074800",8.95301626745847,-0.516115323080883,0.813088915537446,-0.634758773878666,0.525585754748884,1,"Not Significant"
"ENSG00000116786",0.643550823505263,-1.6140175183072,3.04754142943442,-0.529612986625334,0.596380288393922,1,"Not Significant"
"ENSG00000287727",0,NA,NA,NA,NA,NA,NA
"ENSG00000176022",0.179859456359479,1.18169636294918,6.05523063648071,0.195152989851428,0.845273180067146,1,"Not Significant"
"ENSG00000223989",0,NA,NA,NA,NA,NA,NA
"ENSG00000228423",0,NA,NA,NA,NA,NA,NA
"ENSG00000286448",0,NA,NA,NA,NA,NA,NA
"ENSG00000162496",2.05762525215757,1.76215323297364,1.7466078955049,1.0089003018415,0.313022450441413,1,"Not Significant"
"ENSG00000237365",0,NA,NA,NA,NA,NA,NA
"ENSG00000131686",0,NA,NA,NA,NA,NA,NA
"ENSG00000229305",0,NA,NA,NA,NA,NA,NA
"ENSG00000284703",0,NA,NA,NA,NA,NA,NA
"ENSG00000226457",0,NA,NA,NA,NA,NA,NA
"ENSG00000162494",0,NA,NA,NA,NA,NA,NA
"ENSG00000173614",0.10612881583079,1.17379940144335,6.05406829631974,0.193886052153871,0.846265105233101,1,"Not Significant"
"ENSG00000248527",1.07965092917215,2.20702423683568,2.74337821950213,0.804491419063686,0.421113223094897,1,"Not Significant"
"ENSG00000237728",0,NA,NA,NA,NA,NA,NA
"ENSG00000215720",0,NA,NA,NA,NA,NA,NA
"ENSG00000279804",0,NA,NA,NA,NA,NA,NA
"ENSG00000241326",0,NA,NA,NA,NA,NA,NA
"ENSG00000285701",0,NA,NA,NA,NA,NA,NA
"ENSG00000233623",0,NA,NA,NA,NA,NA,NA
"ENSG00000162592",0.029849524776082,0,6.05449290939373,0,1,1,"Not Significant"
"ENSG00000116254",0.0877891209461148,-2.24270133505169,5.88142572598668,-0.381319333022003,0.702966309753252,1,"Not Significant"
"ENSG00000049245",0.913840337278151,2.928565529962,2.70735904131257,1.08170563463285,0.279383348639273,1,"Not Significant"
"ENSG00000233645",0,NA,NA,NA,NA,NA,NA
"ENSG00000234064",0,NA,NA,NA,NA,NA,NA
"ENSG00000204624",0,NA,NA,NA,NA,NA,NA
"ENSG00000284708",0,NA,NA,NA,NA,NA,NA
"ENSG00000171603",3.44001257485043,0.692253826709975,1.31500374159798,0.526427267704009,0.598591374177299,1,"Not Significant"
"ENSG00000280113",0,NA,NA,NA,NA,NA,NA
"ENSG00000142606",0,NA,NA,NA,NA,NA,NA
"ENSG00000235146",0,NA,NA,NA,NA,NA,NA
"ENSG00000162572",0,NA,NA,NA,NA,NA,NA
"ENSG00000225931",0,NA,NA,NA,NA,NA,NA
"ENSG00000236601",0,NA,NA,NA,NA,NA,NA
"ENSG00000171729",0.694645509533713,1.85377223903036,3.25975057395078,0.568685301827745,0.569569724255831,1,"Not Significant"
"ENSG00000228150",0,NA,NA,NA,NA,NA,NA
"ENSG00000175262",0,NA,NA,NA,NA,NA,NA
"ENSG00000279457",0,NA,NA,NA,NA,NA,NA
"ENSG00000162571",0,NA,NA,NA,NA,NA,NA
"ENSG00000231181",0.092657838534125,0.993823080881644,6.05482576082438,0.164137354259115,0.869623016125439,1,"Not Significant"
"ENSG00000238173",0,NA,NA,NA,NA,NA,NA
"ENSG00000158109",0.526979107440488,1.50570383889093,3.83490102543747,0.39263173388397,0.694591497772464,1,"Not Significant"
"ENSG00000229393",0,NA,NA,NA,NA,NA,NA
"ENSG00000269978",0,NA,NA,NA,NA,NA,NA
"ENSG00000037637",0.16001272501745,1.53660285204846,6.05123083611925,0.253932281491663,0.799547874964031,1,"Not Significant"
"ENSG00000184163",0,NA,NA,NA,NA,NA,NA
"ENSG00000287586",0,NA,NA,NA,NA,NA,NA
"ENSG00000159423",0.260931559172264,-1.62227045100235,5.41590888320063,-0.29953798817303,0.764529591396228,1,"Not Significant"
"ENSG00000142599",1.13204305093482,3.35252194261443,2.55560060426733,1.31183328764925,0.189576390731559,1,"Not Significant"
"ENSG00000227169",0,NA,NA,NA,NA,NA,NA
"ENSG00000283356",0,NA,NA,NA,NA,NA,NA
"ENSG00000011021",0.182899683727847,0.384243839469124,6.05232398636777,0.0634869911681187,0.949378717890578,1,"Not Significant"
"ENSG00000272482",0,NA,NA,NA,NA,NA,NA
"ENSG00000284747",0,NA,NA,NA,NA,NA,NA
"ENSG00000215912",0,NA,NA,NA,NA,NA,NA
"ENSG00000120952",0,NA,NA,NA,NA,NA,NA
"ENSG00000243073",0,NA,NA,NA,NA,NA,NA
"ENSG00000142615",0,NA,NA,NA,NA,NA,NA
"ENSG00000215704",0,NA,NA,NA,NA,NA,NA
"ENSG00000157916",0.565699634701032,-1.66118742439642,3.39825724953225,-0.488835100587242,0.624958445597115,1,"Not Significant"
"ENSG00000157881",0.154198275752386,-2.08004271944799,5.88234767181507,-0.353607579064801,0.723632993621642,1,"Not Significant"
"ENSG00000116213",0.320211553194237,1.85203631418562,5.22077229052295,0.354743745010206,0.722781575729754,1,"Not Significant"
"ENSG00000283611",0,NA,NA,NA,NA,NA,NA
"ENSG00000238290",0.223207504460206,1.1916428856251,6.05518211688822,0.196797199922616,0.843986242407254,1,"Not Significant"
"ENSG00000225387",0,NA,NA,NA,NA,NA,NA
"ENSG00000048707",1.06325391166476,-0.828075638148733,1.95494744170855,-0.42357948888131,0.671872516545424,1,"Not Significant"
"ENSG00000158748",0,NA,NA,NA,NA,NA,NA
"ENSG00000235643",0,NA,NA,NA,NA,NA,NA
"ENSG00000225196",0,NA,NA,NA,NA,NA,NA
"ENSG00000130762",0.100672595122019,0.635065660718149,6.0549553787463,0.104883623576701,0.916468153781293,1,"Not Significant"
"ENSG00000162444",0.013470977296665,0,6.05450579730282,0,1,1,"Not Significant"
"ENSG00000279169",0,NA,NA,NA,NA,NA,NA
"ENSG00000279625",0,NA,NA,NA,NA,NA,NA
"ENSG00000180758",0.013470977296665,0,6.05450579730282,0,1,1,"Not Significant"
"ENSG00000231219",0,NA,NA,NA,NA,NA,NA
"ENSG00000184677",0.176391272496867,1.29904561201128,6.05053052712117,0.214699455888765,0.830001646825262,1,"Not Significant"
"ENSG00000230679",0.029849524776082,0,6.05449290939373,0,1,1,"Not Significant"
"ENSG00000270136",0,NA,NA,NA,NA,NA,NA
"ENSG00000132879",0.0781043967565753,0,6.05177422691345,0,1,1,"Not Significant"
"ENSG00000187545",0,NA,NA,NA,NA,NA,NA
"ENSG00000288398",0,NA,NA,NA,NA,NA,NA
"ENSG00000224621",0,NA,NA,NA,NA,NA,NA
"ENSG00000239810",0,NA,NA,NA,NA,NA,NA
"ENSG00000285833",0,NA,NA,NA,NA,NA,NA
"ENSG00000116721",0,NA,NA,NA,NA,NA,NA
"ENSG00000215785",0,NA,NA,NA,NA,NA,NA
"ENSG00000131697",0.0482548719804933,0,6.05346087851749,0,1,1,"Not Significant"
"ENSG00000284692",0,NA,NA,NA,NA,NA,NA
"ENSG00000284745",0,NA,NA,NA,NA,NA,NA
"ENSG00000280222",0,NA,NA,NA,NA,NA,NA
"ENSG00000188807",0.371021378305971,1.71076646741396,5.27090793272813,0.324567700526786,0.74550827605637,1,"Not Significant"
"ENSG00000227634",0,NA,NA,NA,NA,NA,NA
"ENSG00000198793",1.32381778420091,0.319000740244153,1.73757674062731,0.183589439698062,0.854335548206891,1,"Not Significant"
"ENSG00000078900",0,NA,NA,NA,NA,NA,NA
"ENSG00000285945",0,NA,NA,NA,NA,NA,NA
"ENSG00000171819",0,NA,NA,NA,NA,NA,NA
"ENSG00000229162",0,NA,NA,NA,NA,NA,NA
"ENSG00000197921",0,NA,NA,NA,NA,NA,NA
"ENSG00000233755",0,NA,NA,NA,NA,NA,NA
"ENSG00000116288",0.394498731784571,1.07920821817231,4.69876239785798,0.229679248872913,0.818341020868865,1,"Not Significant"
"ENSG00000238164",0,NA,NA,NA,NA,NA,NA
"ENSG00000233929",0.013470977296665,0,6.05450579730282,0,1,1,"Not Significant"
"ENSG00000271742",0,NA,NA,NA,NA,NA,NA
"ENSG00000226396",0.683604747330539,2.21713270979084,3.39582009831632,0.652900520522306,0.513820413373214,1,"Not Significant"
"ENSG00000232423",0,NA,NA,NA,NA,NA,NA
"ENSG00000229247",0,NA,NA,NA,NA,NA,NA
"ENSG00000169504",1.61339576887047,-1.22662382089332,1.43763804097876,-0.853221593982188,0.393536430573579,1,"Not Significant"
"ENSG00000224311",0,NA,NA,NA,NA,NA,NA
"ENSG00000225159",0,NA,NA,NA,NA,NA,NA
"ENSG00000272088",0,NA,NA,NA,NA,NA,NA
"ENSG00000228338",0,NA,NA,NA,NA,NA,NA
"ENSG00000181773",0,NA,NA,NA,NA,NA,NA
"ENSG00000241547",0,NA,NA,NA,NA,NA,NA
"ENSG00000224129",0,NA,NA,NA,NA,NA,NA
"ENSG00000234166",0,NA,NA,NA,NA,NA,NA
"ENSG00000237436",0.106733283419878,0.635065656563012,6.05495537872017,0.104883622890916,0.916468154325469,1,"Not Significant"
"ENSG00000174950",0,NA,NA,NA,NA,NA,NA
"ENSG00000235282",0,NA,NA,NA,NA,NA,NA
"ENSG00000055070",0.357530106409639,-1.01656586822243,4.82276388649716,-0.210784913412126,0.83305511141687,1,"Not Significant"
"ENSG00000175087",0.0482548719804933,0,6.05346087851749,0,1,1,"Not Significant"
"ENSG00000171735",0.800084556943457,-1.4553765243712,2.46594893003606,-0.590189239786857,0.555063785241265,1,"Not Significant"
"ENSG00000157191",0.597663217995587,2.85602366306827,3.60287165559565,0.792707577754694,0.427948214307316,1,"Not Significant"
"ENSG00000284699",0,NA,NA,NA,NA,NA,NA
"ENSG00000229985",0,NA,NA,NA,NA,NA,NA
"ENSG00000230035",0,NA,NA,NA,NA,NA,NA
"ENSG00000235185",0,NA,NA,NA,NA,NA,NA
"ENSG00000236782",0,NA,NA,NA,NA,NA,NA
"ENSG00000116663",0.0617258492771583,0,6.05240615642656,0,1,1,"Not Significant"
"ENSG00000225643",0,NA,NA,NA,NA,NA,NA
"ENSG00000284666",0,NA,NA,NA,NA,NA,NA
"ENSG00000243659",0,NA,NA,NA,NA,NA,NA
"ENSG00000228943",0,NA,NA,NA,NA,NA,NA
"ENSG00000232848",0,NA,NA,NA,NA,NA,NA
"ENSG00000234397",0,NA,NA,NA,NA,NA,NA
"ENSG00000284309",0,NA,NA,NA,NA,NA,NA
"ENSG00000269925",0,NA,NA,NA,NA,NA,NA
"ENSG00000162511",0,NA,NA,NA,NA,NA,NA
"ENSG00000158014",0.227367611500775,1.70760633169834,6.04711530546632,0.282383623503051,0.777649370801577,1,"Not Significant"
"ENSG00000204138",1.89391688539308,-0.28439036704424,1.53872246595468,-0.184822392170503,0.853368344015738,1,"Not Significant"
"ENSG00000233419",0,NA,NA,NA,NA,NA,NA
"ENSG00000235263",0,NA,NA,NA,NA,NA,NA
"ENSG00000228176",0,NA,NA,NA,NA,NA,NA
"ENSG00000231251",0,NA,NA,NA,NA,NA,NA
"ENSG00000142675",0.931904348164501,0.0966918802697937,2.05330065939088,0.0470909507711734,0.962440739576423,1,"Not Significant"
"ENSG00000197245",0,NA,NA,NA,NA,NA,NA
"ENSG00000261025",0,NA,NA,NA,NA,NA,NA
"ENSG00000116237",1.30255543422652,4.29765484248381,2.47812457335688,1.73423680499733,0.0828760750731432,1,"Not Significant"
"ENSG00000158195",1.07965494005878,-0.172943772897932,2.12593672598434,-0.0813494450630262,0.935164052784088,1,"Not Significant"
"ENSG00000130772",0.677225321526079,0.345198411458177,5.85160387757591,0.0589921017690588,0.952958399032513,1,"Not Significant"
"ENSG00000215899",0,NA,NA,NA,NA,NA,NA
"ENSG00000237429",0,NA,NA,NA,NA,NA,NA
"ENSG00000271398",0,NA,NA,NA,NA,NA,NA
"ENSG00000225011",0,NA,NA,NA,NA,NA,NA
"ENSG00000240731",0.117638645722197,-2.397120418257,5.88017939894462,-0.407661102769626,0.683522498118537,1,"Not Significant"
"ENSG00000235069",0,NA,NA,NA,NA,NA,NA
"ENSG00000284676",0,NA,NA,NA,NA,NA,NA
"ENSG00000237058",0,NA,NA,NA,NA,NA,NA
"ENSG00000233399",0,NA,NA,NA,NA,NA,NA
"ENSG00000090020",0.659250320467067,-1.11096853482694,2.66392333104541,-0.417042233115231,0.676647516866212,1,"Not Significant"
"ENSG00000225990",0,NA,NA,NA,NA,NA,NA
"ENSG00000157978",0.12813500408343,0.937780109819165,6.05296284962662,0.15492910383169,0.876877209125101,1,"Not Significant"
"ENSG00000226944",0,NA,NA,NA,NA,NA,NA
"ENSG00000270282",0,NA,NA,NA,NA,NA,NA
"ENSG00000130770",0.177335607740977,0,6.04940212911162,0,1,1,"Not Significant"
"ENSG00000235131",0,NA,NA,NA,NA,NA,NA
"ENSG00000229044",0,NA,NA,NA,NA,NA,NA
"ENSG00000162512",0.322119989613015,-1.96833064616888,5.33590055505165,-0.368884432133092,0.712213867662236,1,"Not Significant"
"ENSG00000179840",0,NA,NA,NA,NA,NA,NA
"ENSG00000272449",0,NA,NA,NA,NA,NA,NA
"ENSG00000214973",0,NA,NA,NA,NA,NA,NA
"ENSG00000158006",0.0972044112594071,0,6.0506763905525,0,1,1,"Not Significant"
"ENSG00000214812",0.013470977296665,0,6.05450579730282,0,1,1,"Not Significant"
"ENSG00000142784",0.89616405134417,3.38034576069696,2.74805017582144,1.23008880639762,0.218663851261647,1,"Not Significant"
"ENSG00000227950",0,NA,NA,NA,NA,NA,NA
"ENSG00000126698",0.131988305943235,0,6.04979802119995,0,1,1,"Not Significant"
"ENSG00000229447",0,NA,NA,NA,NA,NA,NA
"ENSG00000229607",0,NA,NA,NA,NA,NA,NA
"ENSG00000229994",0.013470977296665,0,6.05450579730282,0,1,1,"Not Significant"
"ENSG00000130766",0.13470977296665,0,6.04994951203288,0,1,1,"Not Significant"
"ENSG00000168528",3.33827804816539,2.97282117095769,1.66054534603912,1.79026798518254,0.073410840372843,1,"Not Significant"
"ENSG00000196581",0,NA,NA,NA,NA,NA,NA
"ENSG00000169403",0.013470977296665,0,6.05450579730282,0,1,1,"Not Significant"
"ENSG00000117676",0.577367196182867,2.76370308005465,3.62117945255968,0.763205225330959,0.445341012991565,1,"Not Significant"
"ENSG00000225126",0,NA,NA,NA,NA,NA,NA
"ENSG00000084628",0,NA,NA,NA,NA,NA,NA
"ENSG00000060688",0.400696152886261,1.71884629089326,4.15024830678777,0.414155049008049,0.678760559498347,1,"Not Significant"
"ENSG00000171612",0.206801410952809,1.50971304944309,6.05400938200636,0.249374084871794,0.80307142932354,1,"Not Significant"
"ENSG00000241169",0,NA,NA,NA,NA,NA,NA
"ENSG00000270927",0,NA,NA,NA,NA,NA,NA
"ENSG00000188910",0.0482548719804933,0,6.05346087851749,0,1,1,"Not Significant"
"ENSG00000230523",0,NA,NA,NA,NA,NA,NA
"ENSG00000116138",0.298560183063098,-0.82593888897024,5.64434565350086,-0.146330317041792,0.883660633903642,1,"Not Significant"
"ENSG00000231207",0,NA,NA,NA,NA,NA,NA
"ENSG00000142765",0,NA,NA,NA,NA,NA,NA
"ENSG00000158161",0.916088877391769,-0.683723156899327,2.31104825963008,-0.295849796320899,0.767344792302781,1,"Not Significant"
"ENSG00000270330",0,NA,NA,NA,NA,NA,NA
"ENSG00000142684",0,NA,NA,NA,NA,NA,NA
"ENSG00000234619",0,NA,NA,NA,NA,NA,NA
"ENSG00000121769",0.190808672571026,-2.39418401129206,5.87823140143885,-0.40729665911179,0.683790116251979,1,"Not Significant"
"ENSG00000157330",0,NA,NA,NA,NA,NA,NA
"ENSG00000142627",0.896445717483451,-1.80132479418334,2.27685632765393,-0.79114556869709,0.428859050335338,1,"Not Significant"
"ENSG00000284668",0,NA,NA,NA,NA,NA,NA
"ENSG00000233234",0,NA,NA,NA,NA,NA,NA
"ENSG00000142632",0.0798801321029365,0.635065676443952,6.05495537884522,0.104883626172167,0.91646815172177,1,"Not Significant"
"ENSG00000234593",0,NA,NA,NA,NA,NA,NA
"ENSG00000162490",0,NA,NA,NA,NA,NA,NA
"ENSG00000158292",0.240947324114322,0,6.05238326213393,0,1,1,"Not Significant"
"ENSG00000270605",0,NA,NA,NA,NA,NA,NA
"ENSG00000238199",0,NA,NA,NA,NA,NA,NA
"ENSG00000142733",0.013470977296665,0,6.05450579730282,0,1,1,"Not Significant"
"ENSG00000189337",0,NA,NA,NA,NA,NA,NA
"ENSG00000270601",0,NA,NA,NA,NA,NA,NA
"ENSG00000233268",0,NA,NA,NA,NA,NA,NA
"ENSG00000232912",0,NA,NA,NA,NA,NA,NA
"ENSG00000235084",0,NA,NA,NA,NA,NA,NA
"ENSG00000235143",0,NA,NA,NA,NA,NA,NA
"ENSG00000225478",0,NA,NA,NA,NA,NA,NA
"ENSG00000225077",0,NA,NA,NA,NA,NA,NA
"ENSG00000028137",0.23197667992669,0.687706014005651,6.05277467989807,0.113618307367297,0.909540374150376,1,"Not Significant"
"ENSG00000223944",0,NA,NA,NA,NA,NA,NA
"ENSG00000238249",0,NA,NA,NA,NA,NA,NA
"ENSG00000227409",0,NA,NA,NA,NA,NA,NA
"ENSG00000204464",0,NA,NA,NA,NA,NA,NA
"ENSG00000233372",0,NA,NA,NA,NA,NA,NA
"ENSG00000283259",0,NA,NA,NA,NA,NA,NA
"ENSG00000142687",0.723047937297918,1.75668047922073,3.39396826801277,0.517588952076236,0.604745091640113,1,"Not Significant"
"ENSG00000284543",0,NA,NA,NA,NA,NA,NA
"ENSG00000226166",0,NA,NA,NA,NA,NA,NA
"ENSG00000130939",1.57013382954834,3.47775613218611,2.38489472949094,1.45824303655048,0.144773565209685,1,"Not Significant"
"ENSG00000175147",0,NA,NA,NA,NA,NA,NA
"ENSG00000236266",0,NA,NA,NA,NA,NA,NA
"ENSG00000127472",0,NA,NA,NA,NA,NA,NA
"ENSG00000231103",0,NA,NA,NA,NA,NA,NA
"ENSG00000060656",0.404275239410781,-1.67582608707533,4.51821035337611,-0.370904839749905,0.71070841027886,1,"Not Significant"
"ENSG00000163867",0.092657838534125,0.993823080881644,6.05482576082438,0.164137354259115,0.869623016125439,1,"Not Significant"
"ENSG00000232768",0,NA,NA,NA,NA,NA,NA
"ENSG00000230214",0,NA,NA,NA,NA,NA,NA
"ENSG00000189280",0,NA,NA,NA,NA,NA,NA
"ENSG00000134698",0.694276715699441,0.485672459453727,2.68996808148597,0.180549525028355,0.856721177806862,1,"Not Significant"
"ENSG00000134690",0.446332007785488,-2.9243768621956,4.37577014037201,-0.668311352832392,0.50393486799565,1,"Not Significant"
"ENSG00000272420",0,NA,NA,NA,NA,NA,NA
"ENSG00000224333",0,NA,NA,NA,NA,NA,NA
"ENSG00000132881",0,NA,NA,NA,NA,NA,NA
"ENSG00000273274",0,NA,NA,NA,NA,NA,NA
"ENSG00000116251",0.19999558954309,0.863493174627404,6.05355854556366,0.142642243917871,0.886572732775027,1,"Not Significant"
"ENSG00000272510",0,NA,NA,NA,NA,NA,NA
"ENSG00000158286",0.2226581076312,0.975434945238404,6.05311420127362,0.1611459676464,0.871978436370141,1,"Not Significant"
"ENSG00000236648",0,NA,NA,NA,NA,NA,NA
"ENSG00000232273",0,NA,NA,NA,NA,NA,NA
"ENSG00000009709",0,NA,NA,NA,NA,NA,NA
"ENSG00000287396",0,NA,NA,NA,NA,NA,NA
"ENSG00000179002",0,NA,NA,NA,NA,NA,NA
"ENSG00000223589",0,NA,NA,NA,NA,NA,NA
"ENSG00000188984",0,NA,NA,NA,NA,NA,NA
"ENSG00000229259",0,NA,NA,NA,NA,NA,NA
"ENSG00000270171",0,NA,NA,NA,NA,NA,NA
"ENSG00000158008",0,NA,NA,NA,NA,NA,NA
"ENSG00000269732",0,NA,NA,NA,NA,NA,NA
"ENSG00000130940",0.260432859327892,1.17990911040724,6.0517573597176,0.194969665879384,0.845416695002926,1,"Not Significant"
"ENSG00000116771",0.20252019648556,-2.89480542194454,5.7905404964498,-0.499919726616083,0.617131601536529,1,"Not Significant"
"ENSG00000237301",0.013470977296665,0,6.05450579730282,0,1,1,"Not Significant"
"ENSG00000162585",2.48394977022701,1.34880975347364,1.43608635543958,0.939226076736014,0.347614683273636,1,"Not Significant"
"ENSG00000163879",0,NA,NA,NA,NA,NA,NA
"ENSG00000227527",0.140912710514618,1.41718828369989,6.05242489001279,0.234152147189537,0.81486686336543,1,"Not Significant"
"ENSG00000169991",0.380620155576108,-0.5854891457454,4.6826036126276,-0.125034957938039,0.90049587506158,1,"Not Significant"
"ENSG00000116954",0.264806615555778,1.16272759982319,5.57149050691399,0.20869237744914,0.834688391041597,1,"Not Significant"
"ENSG00000228589",0.179364494999355,-1.87839253332887,5.81294299848101,-0.323139678785722,0.746589461480121,1,"Not Significant"
"ENSG00000163873",0,NA,NA,NA,NA,NA,NA
"ENSG00000117215",0,NA,NA,NA,NA,NA,NA
"ENSG00000196449",0.0538839091866601,0,6.05264597426264,0,1,1,"Not Significant"
"ENSG00000250575",0,NA,NA,NA,NA,NA,NA
"ENSG00000237700",0,NA,NA,NA,NA,NA,NA
"ENSG00000116661",0,NA,NA,NA,NA,NA,NA
"ENSG00000230163",0,NA,NA,NA,NA,NA,NA
"ENSG00000227538",0,NA,NA,NA,NA,NA,NA
"ENSG00000232208",0,NA,NA,NA,NA,NA,NA
"ENSG00000236500",0,NA,NA,NA,NA,NA,NA
"ENSG00000044012",0,NA,NA,NA,NA,NA,NA
"ENSG00000179051",1.5280737643246,-1.35322226895686,1.44326589620965,-0.937611200064203,0.348444253471253,1,"Not Significant"
"ENSG00000215895",0.229306299049821,-1.62893254061954,5.87941212422704,-0.277057043493731,0.781736305424607,1,"Not Significant"
"ENSG00000231868",0,NA,NA,NA,NA,NA,NA
"ENSG00000284650",0,NA,NA,NA,NA,NA,NA
"ENSG00000237329",0,NA,NA,NA,NA,NA,NA
"ENSG00000236948",0,NA,NA,NA,NA,NA,NA
"ENSG00000270850",0,NA,NA,NA,NA,NA,NA
"ENSG00000126067",1.8620402423818,0.0809193977457869,1.48408339025086,0.0545248321471401,0.95651702482106,1,"Not Significant"
"ENSG00000274944",0,NA,NA,NA,NA,NA,NA
"ENSG00000132906",0.486305433422303,-0.792000573721689,3.50585920006174,-0.225907695810414,0.821273212152689,1,"Not Significant"
"ENSG00000197312",0.695309609584847,2.27815011803766,3.21512731160356,0.708572288822186,0.478589937829641,1,"Not Significant"
"ENSG00000284748",0,NA,NA,NA,NA,NA,NA
"ENSG00000272078",0,NA,NA,NA,NA,NA,NA
"ENSG00000173660",0.879962147746193,-1.42957149737594,2.1015462443955,-0.680247461214993,0.496347785160107,1,"Not Significant"
"ENSG00000224592",0,NA,NA,NA,NA,NA,NA
"ENSG00000233728",0,NA,NA,NA,NA,NA,NA
"ENSG00000230451",0,NA,NA,NA,NA,NA,NA
"ENSG00000231606",0,NA,NA,NA,NA,NA,NA
"ENSG00000215900",0,NA,NA,NA,NA,NA,NA
"ENSG00000092847",1.0997576817747,-0.195243565322115,1.81554738061275,-0.10753977968684,0.914360768659409,1,"Not Significant"
"ENSG00000284632",0,NA,NA,NA,NA,NA,NA
"ENSG00000204510",0,NA,NA,NA,NA,NA,NA
"ENSG00000241014",0,NA,NA,NA,NA,NA,NA
